,Ticker,Mentions,Negative Average,Positive Average,Overall Sentiment,Top 20 Tweets,20 Quality Tweets
10,$AMZN,461,0.555510135135135,0.5298311688311688,Negative,"['scoop the sec is investigating how amazon disclosed its business practices w amzn'
 'amzn biden tells building trades union members amazon here we come'
 'sec rules against amzn in tax transparency dispute'
 'sec reporting probing amzn over business practice and disclosures'
 'in the latest episode of  morgan discusses amzns multibilliondollar mega constellation project kuiper with launch partner united launch alliance ceo tory bruno'
 'the sec is investigating how amazon disclosed their business practices  dj amzn'
 ' researchers say theyve discovered the st publicly known specifically targeted at the lambda platform amzn'
 'saw three prime air jets at mia as we taxied in amzn'
 'wsj exclusive the sec is investigating how amazon has disclosed business practices including its use of thirdpartyseller data amzn'
 'biden in remarks to building labor union says amazon here we comeamzn'
 'sec rules against amazon in dispute with investors over tax transparency  financial timesamzn'
 'amzn  sec rules against amazon in dispute with investors over tax transparency ft'
 'linkedin just named amzn the place americans want to work if youd listen to the media politicians or the handful of warehouse workers unionizing youd think amazon was the least desirable place to work'
 'big move coming for amzn with the narrowing bollinger bands looks bullish'
 'amzn  sec is investigating how amazon disclosed business practices '
 'the sec is investigating over business practices disclosures sources say  wsj amzn'
 'on  today linkedin named amazon no on its list of top companies to work and find career growth in the usmeantime our just capital partners rank amazon much lower among workers for how they invest in their employees amzn'
 'amzn bagger here  per contract to kwant more bangers'
 'amzn ads are so effective theyre spending more and more on them'
 'amazon amzn announced its increasing the price prime subscribers will have to pay for access to music unlimted to  a month up from  per month according to the verge']","['amzn  minlevels are from inside day'
 'grabbing amzn calls for a bounce lets see how this plays out'
 'so you admit cng is a better long range solution than fcev sounds like thats what amzn thinks'
 'biden appears to show support for amazon workers who voted to unionize amznby the way amazon here we come watch the president saidthe story'
 'amzn mondays pump just anticipation of todays dump'
 'amzn has hit a week low of at  on apr' 'amzn hamp on hrly'
 'amzn news sec investigating how amazon disclosed business practices dj'
 'how could you possibly know that agree that amzn is garbage though'
 'so basicly most of the big techs are in zones where they might start rallying again if they dont turn around tomorrow its pretty bearhish heres amzn clear waves up but like we discussed it could just be the cwave and we dump now so its really important we can rally soon'
 'amzn swing trade idea i am just waiting for my buying zone not sure if i get tit or not'
 'pound amzn jun c'
 'dude theyre dumping for at least the next daysplus amzn might sink mega tech coming into this er'
 'i believe amzn hits before earnings and tacks on another  minimum  due to split mania making it by split date'
 'amzn   puttype largetime total size contractstotal value average price ask bid underlying sentiment neutral'
 'amzn from the watchlist goes week down and hits weekly magnitude where the dma is day algo flow was bearish going into today'
 'amzn bears getting rug pulled'
 'amzn opened their first fully robotic fulfilment distribution centre in  it is biggest warehouse at k sq metres and will have per cent more goods allowing for faster delivery times for items purchased online will create k'
 'amzn below gonna happen looking to jump in'
 'amzn if this comes down to test  zone and begins bouncing up with m candle almost fully above zone go long with  stop loss if it breaks below with m candle almost fully below go short with  stop loss may play with stock vs options']"
11,$NVDA,481,0.6261703703703703,0.42979999999999996,Negative,"['nvda is up nearly  in the last years'
 'bryan mccormick on nvda very sharp move lower in premarket  bearish hamp noted yesterday activesee more of bryans charts when you join the rebellion'
 'nvda is down nearly  this morning' 'nvda finishes down  to '
 'move of the day sure the whole tech sector is tumbling today but nvda down  seems a bit much no'
 'nvda back under day moving average'
 'nvda mentioned cautiously at midwest boutique  says demand is more mixed and softer for gaming pcs as a result they see less upside potential in the near term'
 'nvda there is some size coming in to the   puts'
 ' pm see you there nvda'
 'nvda under no bueno next stop if bulls dont step up'
 'update nvda hr down nearly points since last post looks like wave is underway here w a head amp shoulders pattern formed now'
 'ill admit i made a mistake today by not waiting until to take nvda calls i let my own bias get the best of me still like the potential but poor entry by me sorry everyone'
 'reports of my death were gravely exaggerated nvda'
 'bought more nvda down here at the ' 'bought nvda calls for rolled calls'
 'nvda bets shorting c at should open '
 'nvda clean hourly head amp shoulders neckline break as i stated at should do the trick we break and well see low s watching to the upside as well weakness can take a reject and if we blow through it can see some upside to '
 'nvda in case you missed the top announcements from why nvda is a must own stock nvidia gtc top keynote announcements'
 'nvda flow slapped with puts on open  studied price action under  saw rejection at level took puts from gt  by end of the first mins of the trade dayand now i go fetch balls'
 'finally we alerted yesterday nvda puts today we collected after day swing join us']","['nvda four more days similar to today with a few small bounce midday should do it'
 'nvda needs to hold this area id not next supports are at  then '
 'nvda the gap this morning needs to be filled risk reward'
 'nvda under no bueno next stop if bulls dont step up' 'lfg nvda calls'
 'nvda puts paid nicely i entered trade on break of pm low  red line it ran down to  where it showed support yellow line i exited there'
 'nvda setting for a pump up'
 'nvda that might be one of those big buys lining up that guy mentioned'
 'nvda this market is wild but theres constant and it its nvda'
 'nvda let us hope next push to break and hold much above vwap '
 'today i will give a blowjob to my boyfriend only if market will go down short nvda'
 'charted it live and gave yall thesis monday before market open whats your excuse nvda'
 'nvda moneymoneymoney'
 'nvda weekly major risk now is that the growth tech leaders like nvidia just put in lower swing highs after multiyear steep uptrends their leadership and market cap size are great on upside but dangerous on downside'
 'for clarity these are the nvda c  from  gt avg  for current avg of '
 'nicely done ive been practicing reversals and i would have took partials at just about those same places on nvda'
 'nvda is the th most mentioned symbol todayst nd rd th th'
 'nvda if you really want to make huge profits on stocks trading then join this winning chat'
 'i still believe in you john you got  return on your last nvda trade when people doubted you i aint gonna doubt you now'
 'nvda finishes down  to ']"
12,$TLRY,1454,0.5743918918918919,0.533078947368421,Negative,"['today  the worlds leading hemp brand and pioneer in natural foods announced an exclusive partnership with to launch hemp matcha and supergreens powders exclusively at whole foods market locations nationwide details tlry'
 'tilray brands inc reports third quarter fiscal year financial results details tlry'
 'watch our ceo  latest interview with  where he discussed our q fy results and us cannabis legalization tlry'
 'tilray brands q fiscal fy conference call and webcast at  am et details tlry'
 'tlry q earningsrevenue m v m expectedeps  v  expected'
 'just as we suspected has been aggressively selling shares over the past five weeks consequently they had to lower their warrant exercise price  million cost to the company tlrywelltimed article'
 'tilray lighting up after earnings reacts to the numbers and makes the case for why he says the company is wellpositioned tlry'
 'tlry breaking out following successful earnings' 'tlry finishes up  to '
 'tilray q revenue declines  sequentially to  million tlry'
 'tlry falling wedge forming on the minute' 'tlry is up over '
 'did you trade tlry today'
 'cannabis company tilray missed on revenues but posted a surprise profit smoke em if you got em tlry up  '
 'tlry is up nearly  at the open'
 'tlry clean plan in room  am investorslive like tlry starter ss vs overunder and scale if s exhaust out a few times  remember  was that range from last time'
 'yes i reloaded calls at the bell with profits from this trade in tlry added a week'
 'tilray shares are up over  in premarket trading after the company released their q results swinging to a profit but still missing analyst expectations tlry'
 'out tlry if  cracks and it goes back to  will go may  calls'
 'yes dummy when an option goes  in minutes u sell it tlry ']","['you got to be high to enjoy this tlry'
 'tlry is printing both on the earnings report and in the market'
 'tilray q revenue grows  qoq to m gives update on targeted cost synergies from aphria deal tlry'
 'tlry so now here we are below mondays close again whats it gonna take for you to realize this was a sell the ripthere are ways to make money in the marketbut pipe dreams aint it'
 'trending stocks  tlry tilray inc april   am' 'tlry loading up'
 'tlry its a buy' 'tlry ill cover '
 'tlry sooooo glad i loaded up under yesterday'
 'tlry for me its like buying bitcoin years agowhat great earningscannabis soon legalized imoshorts only k shares leftonly day to cover'
 'why is tlry surging'
 'tlry i heard elon was going to send us the earnings through starlink and then through twitter'
 'tlry was the th most mentioned on wallstreetbets over the last daysvia'
 'yes i reloaded calls at the bell with profits from this trade in tlry added a week'
 'tlry whole foodsgtamazon foot in the door run forest run'
 'were not in the same room please explain how we are in the same room and ill stop telling new investors were not in the same room tlry is a meme stock'
 'tlry congrats bulls perfect time for shorts to cover or they can stay and get fucked'
 'tlry whole foods  amazon this is going bananas'
 'tlry this truly deserves a gamestop type infiltration the way theyre crooking us now'
 'tlry up  premarket following earnings']"
13,$NFLX,99,0.5202342857142856,0.48633606557377046,Negative,"['excercise showing how discount rates impact valuation using nflx as an examplewhyinterest rates are to asset prices what gravity is to the apple when there are low interest rates there is a very low gravitational pull on asset prices warren buffett'
 'nflxa oneweek close on the blue line can bring a big pump'
 'nflx serious size ml here for may the one at the bottom for m is call writing the put activity i want to say is a buy just based on where the chart is at but no way to know for sure regardless that call writing is some size ty'
 'hey netflix  nflx  can we get this documentary next'
 'oh really didnt wait for x huh interesting must not be cryptonflx'
 'nflx  of damage control on my busted earnings trade and purchased shares'
 'all glory to god nflx puts only the beginning'
 'nflx you do not want to be long this stock going into er'
 'nflx check out this chart i made with'
 'nflx im good with my gains done for the day'
 'nflx looks reaaaaal good right here took the  call for friday'
 'is sharing a password not targeting password sharing   nflx'
 'scenario  use todays scenario consensus factset with a  discount rate gets  upside in share price for nflx to  x peyet '
 'watch nflx for a move back up to by friday next week imo'
 'added to my losing nflx common position here at '
 'of nflx  major time counts into oct a major cluster of important cyclesmatches columbus discovery of america natal amp yrs from lowoct minus  oct wkly time counts into oct o our wn esearch'
 'nflx and chill' 'nflx breaking above  last week was a '
 'bill ackman comments on netflix nflx'
 'nflx has structurally higher costs than other streamers due to not having a library or ip built over decades but also because of the way they structure new show deals  see belowthis is a big reason why we rarely see several seasons of their shows as alludes to']","['nflx look profit factor of and trade profitability of  trades executed and buy signal in place minute chart dont miss this chance try it for free at  affiliate link'
 'pete davidsons snl skit leads to new netflix movie category nflx'
 'does this assume nflx has no pricing power in case of an inflationary environment'
 'so was not completely nflx'
 'nflxnew insider filing on netflix incscoceoreed hastings'
 'nflx its so hard to pinpoint exactly when to get in lol damn welp all you can do is average out i guess lol'
 'netflix nflx volatility index movement increasing vs d hv'
 'top flow for the week  nflx with a single put trade for total premium worth k ranking the week  this was a sweep trade  platform i am using is '
 'nflx you do not want to be long this stock going into er'
 'sold these nflx swings at  today for  profit good trade'
 'nflx option to look at  call for thursday april   roughly million dollars learn more on stockorbit link on profile'
 'nice i dipped my toes back in nflx caught the bottom of todays range provided fomc minutes are not a total disaster'
 'nflx serious size ml here for may the one at the bottom for m is call writing the put activity i want to say is a buy just based on where the chart is at but no way to know for sure regardless that call writing is some size ty'
 'nflx bullish againadd zone green'
 'nflx has structurally higher costs than other streamers due to not having a library or ip built over decades but also because of the way they structure new show deals  see belowthis is a big reason why we rarely see several seasons of their shows as alludes to'
 ' on nflx to start the day'
 'nflx put strike exp  ask bid openinterest volume tos nflxp rhd'
 'nflx   puttype largetime total size contractstotal value average price ask bid underlying sentiment neutral'
 'nflx just crossed below its day moving averagechart'
 'long nflx  starter']"
14,$QQQ,993,0.5706644736842105,0.5026917808219178,Negative,"['qqq follow up'
 'the failure last week of megacap tech qqq at major resistance now is a punctuation point could not rally above lt avgs d and d'
 'qqq performance by day of the week sell monday and go away'
 'qqq  c underlying   diff bidask   interest volume iv daily  volume sector details  emoji legend'
 'demark bullish reversal signal in qqq last demark bullish was at october bottom for tech'
 'qqq wednesdays close click image to enlarge'
 'qqq price hitting some turbulence at the sma and  fibonacci retracement level'
 'qqq   put'
 'qqq appear to be bottoming intraday min view chart courtesy of'
 'qqq could get interesting tomorrow'
 'qqq first target achieved  now bulls want to hold or we could head lower towards'
 'apr  samp  composite  amp nasdaq comp  ytd qqq'
 'qqq gt heremove stopssmiling want more baggers'
 'i started a full sized qqq position monday am with a clean buy signal and it closed at the high of the dayfomc comments put the breaks on it quickly down a few  and over the stop but outcomes are never assured stops and position sizing go in before the trade'
 'follow through down on yesterdays sweet spot break qqq its a good tool to have for active swing traders settings for bollinger bands are   daily'
 'qqq has formed a potential larger bullish inverse head amp shoulder ihs pattern with head at  neckline at and target at  working to complete the rs in the area'
 'qqq   call'
 'blog post day of qqq short term uptrend treasury bonds cratering as rates rise see charts more new lows than highs again in cash or short'
 'reversal at weekly sma resistance is not hugely surprising but bulls will want a shallow retracement magnet already tested but trying to hold qqq'
 'qqq to now closing here for ']","['qqq bullish reversal at support level e e  minute '
 'qqq was this not priced in after yesterdays comments' 'qqq what the'
 'qqq puts swing profits' 'qqq call then put'
 'qqq you can tell whos new as they celebrate the first minutes lul'
 ' bto qqq apr put' 'qqq one penny below' 'well my qqq  put will be itm'
 'a lot of angry calls from clients to advisors because they were told to buy qqq as the bull market was on'
 'qqq one of the most mentioned on wallstreetbets over the last hoursvia'
 'qqq thing is  that was just an opening range retest on an outside day just now one of my absolute favorite daytrade setups  feds just made it all go down faster lol and yes i missed it lmao'
 'qqq loool so glad i took the  gains on my calls just now made out like a bandit'
 'qqq failed at the day ema like clockwork' 'qqq top  market cap'
 'added qqq longs' 'qqq p added at ' 'lets see the options volume for qqq'
 'qqq this is gonna gap down hard'
 'qqq strike expiration  call qqqc price size time  pmpremium ']"
15,$PLTR,214,0.6127754237288136,0.5070046728971962,Negative,"['pltr clientspartners update' 'this is a really big deal pltr'
 'royal bank of canada using pltr' 'why pltr has no real competition'
 'pltr max achievable contract foundry price  doc varies according to solution complexity data size user numbersto a level licence of yes billiontop clients now spend mny room to grow'
 'pltr nice  day new lows will be confirmed only once we break below so thats the key level to hold for bulls and for bears to break once confirmed w can extend as low as before bottoming'
 'pltrpalantir has admitted to playing a crucial role in helping with the russiaukraine crisis'
 'pltr concentration risk pt clients account for  of revenues mn avg revenuesy avg years with my guess airbus since bp since merck since '
 'pltr was awarded a yr contract to operate the us nuclear stock pile in q but the market is concerned the gov business is slowing down'
 'pltrheres why the european cricket network a foundry for builders company is implementing palantir in their business'
 'pltr excited for this new project finally youll be able to pull some or even stop complaining about the stock price'
 'pltr  theres many congressional lobbying disclosures involving palantir but theres only one for  dated   check the image in this tweet for specific lobbying issues something to keep an eye on ig  inspector general'
 'pltr official now we were on it a few months ago'
 'palantir announces partnership with accenture here are my thoughtscredit amp pltr'
 'pltrim not gonna lie although i should love cricket due to my indian roots ive just never gone into itapparently its huge as a result it has media companies across the world covering it amp one is using palantir'
 'i spoke to a fund manager how to evaluate growth stocks like pltrnew vid'
 'pltr top vs top clients revenues from top clientsmn in mn in  revenues from top clientsmn in mn in  gt top clients are huge and still growing gt top are driving growthgt concentration risk is reducing'
 'pltrmany in the palantir community believed that the company was playing major role to assist in the russiaukraine crisisthose people ended up being right'
 'nice going pltr' 'pltr loves my pick lets go keep the votes coming ']","['added another pltr shares todaycurrent position shares markets acting as if they are shocked and havent already priced in the fact that we need to raise interest rates by more than just bps today just means bigger discounts'
 'pltr wow dropped percent in a matter of minutes impressive even for scam meme trash like palantir'
 'pltr option to look at  call for friday march   roughly thousand dollars learn more on stockorbit link on profile'
 'if only there was a modern ev infrastructure operating system for rapid deployment and operations pltr'
 'pltr by kris patelwhy the palantir federal advisory council is big via'
 'pltr down again tomorrow loading on dips'
 'i had the opportunity to do the analysis of pltr with the team make sure to check that out'
 'pltr best room on the net stay turned'
 'pltr inflation again hey that old chestnut pretty obvious it doesnt affect this at all'
 'pltr enters an uptrend because momentum indicator exceeded the level on march   view odds for this and other indicators'
 'pltr worst performing stock on my list besides unity lmao'
 'thoughts on valuation seems very expensive right now ps ratio and forward ps ratio may as well buy more pltr'
 'love pltr as i work in the same sector i have faith in them as well'
 'why pltr has no real competition'
 'pltr karp dumped big yesterdayinsiders still selling this shitget ready for massive rug pullbelow  is what we will see againand if it cannot hold straight to '
 'add parry labs as a new partner for pltr'
 'pltr come to  i go balls deep in shares'
 'pltr stay down go down to  i load up beeeetch'
 'listen nowchristian amp speak about pltr specifically within the context of healthcareavailable on spotify amp youtube now'
 'pltr this is buy zone not sell']"
16,$FB,367,0.584310606060606,0.4901451612903226,Negative,"['fb is considering using a virtual currency for the metaverse'
 'with major tech companies like facebook fb making a substantial investment in the  chats to bradley duke coceo of  who have launched europes first ucits metaverse etf full episode'
 'fb is down over  today'
 'fb employees call zuckerberg the eye of sauronlovingly  surreee'
 'no f conference from fbmeta this year'
 ' watchlistfb c gt short list mixed data from today fed minutes tomorrow remember  we have multiple  plays already this week amp its tuesday no taking needless trades via review in the am'
 'fb exploring virtual currency for metaverse  ft'
 'the account that commented shows signs of being a fake account fyi posting telegram links and whatnotfb'
 'the whales not buying the dip in fb note block money flows gave a good lead on the selloff at the start of the year'
 'fb below bears have control and i would expect a new low for w before a solid bounce'
 'meta platforms facebook fb is reportedly exploring a virtual currency for the metaverse according to the financial times'
 'fb  facebook owner meta targets finance with zuck bucks and creator coins  ft'
 'happy to get back to a smart trade after a horrible ending to march took fb puts on and best sell was  win and  overall on a small account really glad with how i traded amp locked in profits along the way thanks'
 'fb settled  to  note the stock never even got to tag the giant gap zuckerberg might need a bailout by july'
 'fb  looking from  it had a u  u red now it is forming a d which is a sign of a reversal in the premarketupside price levels gt gt downside price levels gt gt more on discord'
 'buys fb puts end of may  free vip trade again today'
 'remember when zuckerberg needed a booster seat at senate hearing fb'
 'why population one is the best vr game fb'
 'i know its boring a short list and then i cancelledbut id rather protect everyones capital and call out the best possible opportunities only than take risksheres fb now and what was avoideda calls amp puts scam would have had calls on the early rise then'
 'fb plans to create virtual coins and tokens dubbed zuck bucks']","['fb working a bear flag'
 'arent the primitives eg human ltgt cpu interface for ar amp vr essentially the same and if so wouldnt it be worthwhile to build those capabilities and test with real people in vr as preparation for arits not like fb hasnt hinted at bigger ar aspirations eg raybans'
 'im constantly buying fb'
 'got a quick scalp on fb out at r but missed a lot of movement lower with'
 'meta platforms facebook fb is reportedly exploring a virtual currency for the metaverse according to the financial times'
 'fb where yall seeing the elon post'
 'first out fb google backed verse commands b valuation after latest funding round reuters'
 'fb back under'
 'a pr a company called targeted victory amplifying negative tiktok news about teens gone wild on behalf of fb pretty evil'
 'fb zuck bucks coming soon in the metaverse'
 'fb this was a  stock at a discount lol hate them all you want they not going anywhere lol'
 'fb short term doesnt mean a year from now this will touch s and go higher u guys really be stressing bec is goes from to'
 'who is old enough to remember thisgood times fb'
 'fb will be bigger than apple'
 'will lock gains shortly key focus trade is fb call spread right now '
 'fb incredibly dumb selloff megacap stocks like meta are resistant to inflation and can handle inflation since they can borrow at high rates due to stable cash flows and a large cash pile'
 'meta platforms fb plans to create virtual coins and tokens dubbed zuck bucks  ft'
 'why population one is the best vr game fb'
 'fb i want to be in companies that have high profit margins says momentums allan boomer'
 'honestly i have to ask this question how can youor anyone like fb real questionill wait']"
17,$BABA,269,0.6924133858267716,0.44271428571428567,Negative,"['baba flow putcall ratio  call premium million avg d call volume k tues k avg d put volume k tues k k    k    k    targeting  expiry  strike'
 'baba  c underlying   diff bidask   interest volume iv daily  volume sector consumer cyclicalstrategy long_diagonal_spread_bullish_calldetails  emoji legend'
 'the economic activities in have been negatively impacted by the covid resurgence and related lockdown measures which have hindered the profit growth of alibaba for qfy ended march citigroup trimmed the target of baba to  from  with a buy rating'
 'baba bagger here gt want more bangers'
 'you could make an argument that babachinese equities are somewhat of a hedge against a faltering us economy'
 'baba is upper vwap breaks can see some buys'
 'yo munger today might be a good day to update those form f on baba'
 'k shares baba dark pool'
 'baba update today triggered the  on the week down '
 'baba there the break lol'
 'have to eat the volatility and then and only then u will see profit dont melt up on daily price action look ways to get the position in profitable spot babai share my red bcoz i want most to know its part of the process of being in profit'
 'baba this just needs a news to blow outit been resisting at day for a while now and the flag is getting super tight and coiled  will be patient here will be rewarding '
 'baba the fool who downgraded at baba dollar and next day it bounced to is back at it again downgrading it again lol alex yao jpmorgan analyst  cant find more better signal than this  come out when stock is under pressure to save his short'
 'baba sitting chill  not worried here i know the setup will work relatively low exposure with weeks time in handwill improve strike later today'
 'symbol babastrike price expiration date  better to add some extra timebuysell buy callput callpremium spent today kbid ask volume oi tracking pans out in  days'
 'citi lowers price target on alibaba to  from  and keeps a buy baba'
 'baba watching for a breakout in either direction'
 'its nice to wake up and see this just by following and discord baba puts called out yesterday come check us out link in profile'
 'baba  holding for some time and have leaps as well wont sell at least for next  qtrs'
 'baba when can we see  again']","['alibaba stock and are falling again things weighing on chinese tech babado not miss anything'
 'baba going to get nasty again'
 ' profit from in upside view still available buy on dip for me baba'
 ' profit from in upside view still available buy on dip for me baba'
 'baba option to look at  call for friday may   roughly million dollars woah learn more on stockorbit link on profile'
 'baba the courage  goes does literally every day practically odds are on your side always to short this awful excuse of a stock'
 'baba its been tough seeing this underperform on the upside and over preform on the downside the past few months'
 ' profit from group hk in upside view baba copy trade i investments i education'
 'baba can we please continue the whole market super pump'
 'baba best room on the net stay turned'
 'baba bulls we going to be fking rich soon dw'
 'baba option to look at  call for friday may   roughly million dollars woah learn more on stockorbit link on profile'
 'baba option to look at  call for friday may   roughly million dollars woah learn more on stockorbit link on profile'
 'baba hr view from  weekend update completed the last leg lower amp started to react higher'
 'baba who needs meditation when you can just own baba holding this stock has lowered all my expectations about life'
 'baba any and all pops are swallowed by bears and selling'
 'when u see the amazing stock but they like thats chinese and you dont really know what to do because it is awesome hold on tight baba'
 'baba hk close at  tonight'
 'baba lets see how hsi can hold up tonight i think this gives china more reason to flood their economy theyll pull a fed and it will increase exports at the same time which us desperately needs to fight inflation'
 'baba looks weak to start but well within the range of bull flagno panic just bite the decay for now']"
18,$VIX,206,0.5208212765957447,0.49291162790697673,Negative,"['you dont pile into stocks when the vix hits its lowest rsi in over a year'
 'joe tigay talks vix  and '
 'does anyone know if there is data on the average age of traderspms at sellside and buyside firms how many people in the market were active during  and  vix'
 'nowhere is the s regime change more noticeable than in the longterm vix futuresdespite the enormous stimulus during covid and a  spx rally longterm vol was elevated and never really recovered'
 'what is vix pricing' 'vix rally continues'
 'vix testing area chance if any here for market bounce lets see'
 'vix what you guys think' 'vix will know more tomorrow'
 'vix up almost  since this post and heading higher'
 'vix gex changed to positive this morning after rising above '
 'bonds crushed again yields surging this morningagain this week a case of markets not liking the velocity of the move more than the actual direction of the movevix back to around here'
 'vix over means more red for the market keep this on watch'
 'its as if bond volatility was trying to tell us somethingvix'
 'some weekly vix levels to watch' 'vixbears'
 'am i buying stocks nope not when the vix is back on the move with a couple of big white bullish looking candles seatbelts please'
 'ive made a career in market timing sector rotation and volatility calls heres my latestvix play recommended to clients last wk will be up  today'
 'so i guess the year theme of vix sub is the new vix  continues'
 'vix beautiful breakout like we talked about just two days ago']","['the vix will be shorted here as usual i dont recommend that trade but i would be buying calls here'
 'unless vix continues uptrend ytd and today theyre letting it go'
 'vix isnt helping up about  since yesterday morning'
 'future still sitting at   up on the day everything over can be considered as high and fear in the market market has to process now the statement then there will be a clearer direction of the vix'
 'vix is back to its week simple moving average'
 'dang vix may head into the s then likely a great buy for tech short term'
 'whatever this vix company is they are doing well premarket'
 'hello again vix' 'vix up  and climbing today probably nothing'
 'i see vix  the grand finale might not come till fall but this superficial market is coming to its end we have full blown hardened criminals running the world what could go wrong'
 'vix moving up big this morning currently  last'
 'platinum members you know ive been long vix calls since last week taking some gains here  will wait for pullback this partys not over but needs a break or hangoveryou last in this business taking profits not holding for homeruns remember effective'
 'vix updated levels' 'vix and a massive bounce off the launchpad'
 'vix going all way back to gives me hope  bulls lets go' 'vix is awake'
 'its the sign of a corrupt market when the whole market depends on one parameter the vix and that parameter can easily be gamed by big players this is not a stock market this is a slaughter house for the retail investors and pension funds'
 'with the exception of a stoppedout swing in titn and a targetout swing in clvs ive been going to sleep in nearly  cash for a couple weeks pretty much since i sold zim predividend its refreshing to push the reset button from time to timevix gt  fire drill mode'
 'vix below today'
 'volatility vix futs short oi for both dm amp smnot meant for pico bottomstops or trend reversals but gives a good idea to expect volatility or a bounce wkwks ahead ex signaled vol on thupdated for trading day ending mar  will regularly post in the weekly updates']"
19,$SOFI,349,0.6267490909090909,0.5098514285714285,Negative,"['today was a huge win for the grassroots organizers who are fighting to have their student loans cancelled predatory lenders like sofi are counting on to go their way he hasnt yet lets make sure he doesnt it is cruel to profit off misery you are not a loan'
 'sofi cuts fy revenue b v be' 'sofi finishes down  to '
 'sofi updated guide assuming the moratorium is extended through the end of  b in revenue vs b previously m in ebitda vs m previously growth amp tripling ebitda despite its largest most profitable segment operating at  of normal volume'
 'the student loan extension will hurt sofi s revenue this year but i couldnt care less i didnt invest in sofi for their student loan business they offer so much more and theyve been proving that the last years'
 'sofi guided down tough year for lending business  fy rev b vs prior guide b ebitda m vs prior mrising interest rates amp rising defaultscreditsensitive borrowers over earned in  of nd and rd stimulus checks were used to pay off debt'
 'sofi  sofi updates annual guidance to reflect latest extension of federal student loan payment moratoriumoriginalrevenue  badj ebitda  mupdatedrevenue  m adj ebitda  m '
 'sofi down  after hours' 'ill be buying that sofi dip long'
 'bought some more sofi at '
 'sofi updates annual guidance to reflect latest extension of federal student loan payment moratoriummaintained q sales guidance of mm vs m estcuts fy sales guidance from b to b vs b est cuts fy adj ebitda from m to m'
 'sofi cut its full year revenue and adjusted ebitda guide to b and m respectively down from previous estimates of b and m'
 'if youve been trading sofi you know buying under  made you a lot of money so far'
 'sofilowered its adj net revenue and adj ebitda guidance to b and m respectively from the prior b and m the company reiterated its original adjusted net revenue guidance of m and adj ebitda guidance of m for q'
 'sofi picked up some low s after hours guidance changed from billion to billion to reflect latest student loan extension  yoy growth tripling of adjusted ebitda and a doubling margins student loan impact is only m for'
 'sofi updates annual guidance to reflect latest extension of federal student loan payment moratorium sofi'
 'friendly reminder that if you think sofi is cheap at  youre paying x book or almost x tangible common equity for a cashincinerating lender with a negative return on equitydont do that'
 'sofi rank is up to and another update  looks like another minor lease with bug fixes'
 'sofi positiveseven with the assumption of no end to the moratorium in  our new full year financial guidance represents approximately  yoy adjusted net revenue growth to  billion a tripling of adjusted ebitda to  million and a doubling of margins'
 'sofi sofis updated adjusted net revenue and adjusted ebitda guidance for fullyear is  billion and  million respectively a reduction from previous guidance of  billion and  million respectively']","['i think is in a tough spot of grow or die and will need to keep spending to grow however that needs to be balanced with the fact that if were not profitable by the time recession comes around in  that stock will be below  sofi'
 'up  on sofi put lol' 'sofi sees fy adj ebitda m saw m lol what a cut'
 'signal on sofi is a sell for the month of april'
 'sofi sooo fineman what a beautiful textbook downtrendso overloved too capitulation should be soon around the corner'
 'sofi  sofi updates annual guidance to reflect latest extension of federal student loan payment moratoriumoriginalrevenue  badj ebitda  mupdatedrevenue  m adj ebitda  m '
 'sofi cut its full year revenue and adjusted ebitda guide to b and m respectively down from previous estimates of b and m'
 'sofi declines in after hours trading see the latest news'
 'bought sofi again lets go' 'sounds about right for sofi shareholders'
 'why sofi shares are sliding after hours sofi'
 'sofi best chat room ive made k in a week by their alert lot of thanks to this chatroom'
 'who isnt should be the question long sofi'
 'were playing the long game on this one this is a great point long sofi'
 'sofi another winning alert based on our custom thinkorswim script'
 'sofi fcked again'
 'sofi sofi updates annual guidance to reflect latest extension of federal student loan payment moratorium'
 'oof that sofi guidance cut is brutal honestly glad im not in any of these'
 'sofi and have got out ahead of this biden administration and produced adjusted guidance quality leadership and long term investors will see the benefit of it'
 'why did you pay over billion in stock diluting shareholders for a company that only did m in sales for all of  m per quarter and you buy it for  billion yuck thats a terrible deal at the expense of shareholders sofi noto should be fired']"
