,Unnamed: 0,id,ticker,created_at,full_text_preprocessed,user.verified,favorite_count,retweet_count,quality,entities.symbols,num_cashtags,query_params
59770,19759,1511686191451672576,$VIX,Wed Apr 06 12:44:08 +0000 2022,vix dailythe main thing that can give bulls problems right nowvix floors continuing to strengthenneed her to die and spx to defense daily ma,False,4,1,False,"[{'text': 'vix', 'indices': [0, 4]}]",1,query:$VIX -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
49567,9556,1511781955523604484,$SPY,Wed Apr 06 19:04:40 +0000 2022,spy last trade for the day,False,4,0,False,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
35406,17772,1511462888799674379,$AAPL,Tue Apr 05 21:56:48 +0000 2022,aaplbulls out here buying the blood opening orders,False,3,0,False,"[{'text': 'AAPL', 'indices': [0, 5]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
19833,2199,1511348353447174152,$TSLA,Tue Apr 05 14:21:41 +0000 2022,a rare red day seems to be brewing tsla,False,39,0,False,"[{'text': 'TSLA', 'indices': [39, 44]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
49152,9141,1511795004431343620,$SPY,Wed Apr 06 19:56:31 +0000 2022,twe buy setup on spy twe number   fibonacci  vwapgot a quick  move from  i dont take it congrats to all who took this trade,False,4,0,False,"[{'text': 'SPY', 'indices': [18, 22]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
6420,6420,1510362155123679234,$VIX,Sat Apr 02 21:02:53 +0000 2022,vix avengers are not our friends,False,2,1,False,"[{'text': 'VIX', 'indices': [0, 4]}]",1,query:$VIX -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
18457,823,1511484008907030530,$TSLA,Tue Apr 05 23:20:44 +0000 2022,tsla in a few wordssee if these hit the money by their expiration friday inverse head and shoulders last few monthslets see if we get an even bigger one in next couple months,False,4,1,False,"[{'text': 'TSLA', 'indices': [9, 14]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
3925,3925,1510068340143783937,$AMC,Sat Apr 02 01:35:22 +0000 2022,roguetrader on that perpetual amc gamma high,False,59,1,False,"[{'text': 'AMC', 'indices': [30, 34]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
10348,3806,1510688679404228608,$AMZN,Sun Apr 03 18:40:23 +0000 2022,april bonus class with luckeee esther leveraging options or shares to collect a consistent income sunday april  pm do you know you can be green and profitable on both your long and short im going to share what are my key buy and sell signals that i watch foramzn,False,8,1,False,"[{'text': 'AMZN', 'indices': [269, 274]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510406725421072388 until_date:2022-04-04 max_tweets:10000
5178,5178,1510272104188502016,$DWAC,Sat Apr 02 15:05:03 +0000 2022,already in dwac puts only thing i liked was that it traded like a meme stock the app flat out sucks and is dead,False,5,0,False,"[{'text': 'DWAC', 'indices': [22, 27]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
45415,5404,1511831620277391367,$AMC,Wed Apr 06 22:22:01 +0000 2022,amc  you can buy sonic cups using food amp drinks on the amc app i just bought them for my daughters if you want them go ahead before they run out,False,22,1,False,"[{'text': 'AMC', 'indices': [5, 9]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
33622,15988,1511391061930909696,$DWAC,Tue Apr 05 17:11:24 +0000 2022,guarantee he merges it into dwac i always thought it was strange that miller would start a platform knowing that trump was behind the scenes working in one ive got a strong gut feeling here,False,2,0,False,"[{'text': 'DWAC', 'indices': [36, 41]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
48914,8903,1511806098818297863,$SPY,Wed Apr 06 20:40:36 +0000 2022,spy calls ate gave the people what they wanted,False,5,1,False,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
14850,3750,1510100965239701504,$AMC,Sat Apr 02 03:45:01 +0000 2022,adam aron is no stranger to sec investigations regarding money laundering and cooking the books its only a matter of time until takes down for good amc,False,2,0,False,"[{'text': 'amc', 'indices': [176, 180]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
49427,9416,1511786331751415808,$SPY,Wed Apr 06 19:22:03 +0000 2022,these vip alerts in the discord never disappoint  on spy puts in less than min join our family today,False,11,1,False,"[{'text': 'SPY', 'indices': [70, 74]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
49080,9069,1511796880748924928,$SPY,Wed Apr 06 20:03:58 +0000 2022,spy here is my bear thesis after todays gap downjust pointing out the similarities between the two patterns from the last time we had a large gap downtomorrow will be very telling on the next couple of weeks based off of the reaction we had today,False,2,0,False,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
37623,19989,1511422860077658113,$QQQ,Tue Apr 05 19:17:45 +0000 2022,qqq sma rejection today looks very weak and wants that retest for the triple bottom on hourly  daily if holds we can bounce back to near area,False,2,1,False,"[{'text': 'QQQ', 'indices': [0, 4]}]",1,query:$QQQ -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
17101,6001,1510362100870397953,$QQQ,Sat Apr 02 21:02:40 +0000 2022,starting monday i will live trade on discord might have a small account focused on qqq and orbs in there discord link,False,120,7,True,"[{'text': 'QQQ', 'indices': [85, 89]}]",1,query:$QQQ -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
24575,6941,1511322451300524033,$TWTR,Tue Apr 05 12:38:46 +0000 2022,twtr mr musk will be appointed to the board as a class ii director with a term expiring at the companys annual meeting of stockholders,False,2,0,False,"[{'text': 'TWTR', 'indices': [0, 5]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
39604,21970,1511481131790647298,$SOFI,Tue Apr 05 23:09:18 +0000 2022,this got me jazzed up cant wait to see this start to materialize sofi nice clip,False,7,2,False,"[{'text': 'sofi', 'indices': [70, 75]}]",1,query:$SOFI -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
31295,13661,1511391392811171851,$SPY,Tue Apr 05 17:12:42 +0000 2022,right before spy started ripping what happened institutions went buck wild on calls,False,15,1,False,"[{'text': 'SPY', 'indices': [13, 17]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
42014,2003,1511712629898702849,$TSLA,Wed Apr 06 14:29:11 +0000 2022,tsla watching here for direction,False,4,0,False,"[{'text': 'TSLa', 'indices': [0, 5]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
22572,4938,1511378543611023364,$TWTR,Tue Apr 05 16:21:39 +0000 2022,what a lucky day with twtr,False,4,0,False,"[{'text': 'TWTR', 'indices': [22, 27]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
56237,16226,1511832340552691714,$TLRY,Wed Apr 06 22:24:53 +0000 2022,tlry solid er  from these calls thank you come again rinse and repeat city with this one lately,False,2,0,False,"[{'text': 'TLRY', 'indices': [0, 5]}]",1,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
18099,465,1511349464694505474,$GME,Tue Apr 05 14:26:06 +0000 2022,china collateral bonds are toast oil going ath logistics fup war covid i mean what more do you need till market dumps you think printing and crime alone are propping the markets gme,False,20,1,False,"[{'text': 'GME', 'indices': [195, 199]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
59725,19714,1511709980319260672,$VIX,Wed Apr 06 14:18:40 +0000 2022,vix beautiful breakout like we talked about just two days ago,False,20,1,False,"[{'text': 'VIX', 'indices': [0, 4]}]",1,query:$VIX -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
19522,1888,1511371925435478016,$TSLA,Tue Apr 05 15:55:21 +0000 2022,instead of fixing tslas service problems elon will be focused on adding an edit button to the bird app,False,2,1,False,"[{'text': 'TSLA', 'indices': [18, 23]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
24871,7237,1511320282736300037,$TWTR,Tue Apr 05 12:30:09 +0000 2022,breaking newselon musk has been added to the twitter board of directors huge news for the company twtr,False,6,0,False,"[{'text': 'twtr', 'indices': [108, 113]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
1104,1104,1510316129302065155,$TSLA,Sat Apr 02 18:00:00 +0000 2022,this really puts things into perspective tsla,False,2,0,False,"[{'text': 'TSLA', 'indices': [58, 63]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
192,192,1510266576821436419,$GME,Sat Apr 02 14:43:05 +0000 2022,good morning beautiful friends are we rich yet soonlfg gmewordle nerdlegame ,False,8,0,False,"[{'text': 'GME', 'indices': [334, 338]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
26811,9177,1511471079163838470,$AMC,Tue Apr 05 22:29:21 +0000 2022,can anyone share the dd with me on what makes amc a good play fundamentally or for a squeezeim ngl i currently believe more in the bear case but i am open to learning the bull case on  a good bull case can withstand a good bear case and the other way around,False,70,1,False,"[{'text': 'AMC', 'indices': [46, 50]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
45565,5554,1511814954797744130,$AMC,Wed Apr 06 21:15:48 +0000 2022,amc i hate you lol,False,2,0,False,"[{'text': 'amc', 'indices': [0, 4]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
36949,19315,1511416830614999042,$TLRY,Tue Apr 05 18:53:47 +0000 2022,tlry god i love this stock market makers and bears getting caught short is just a bonus,False,2,0,False,"[{'text': 'TLRY', 'indices': [0, 5]}]",1,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
40948,937,1511806954917793795,$TSLA,Wed Apr 06 20:44:00 +0000 2022,time warner is no longer interested in aoltsla,False,8,0,False,"[{'text': 'tsla', 'indices': [44, 49]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
16598,5498,1510240698808819715,$AAPL,Sat Apr 02 13:00:16 +0000 2022,aapl isnt going anywhere anytime soon,False,4,0,False,"[{'text': 'AAPL', 'indices': [12, 17]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
12576,1476,1510298438663122949,$TSLA,Sat Apr 02 16:49:42 +0000 2022,no surprises there still havent got any viable answer how tslas earnings justify these price levels,False,4,0,False,"[{'text': 'TSLA', 'indices': [76, 81]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
1772,1772,1510291419944173568,$TSLA,Sat Apr 02 16:21:49 +0000 2022,tsla breaks records,False,4,0,False,"[{'text': 'TSLA', 'indices': [0, 5]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
41529,1518,1511754526214086658,$TSLA,Wed Apr 06 17:15:40 +0000 2022,tsla lost  in a single day,False,9,0,False,"[{'text': 'TSLA', 'indices': [0, 5]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
